"hsn_sc_code","hsn_sc_desc"
"0507    ","IVORY, TORTOISE-SHELL, WHALEBONE AND WHALE-BONE HAIR, HORNS, ANTLERS, HOOVES, NAILS, CLAWS AND BEAKS, UNWORKED OR SIMPLY PREPARED BUT NOT CUT TO SHAPE; POWDER AND WASTE OF THESE PRODUCTS"
"050710  ","Ivory; ivory powder and waste:"
"05071010","Ivory"
"05071020","Ivory powder and waste"
"050790  ","Other:"
"05079010","Hoof meal"
"05079020","Horn meal"
"05079030","Hooves, claws, nails and beaks"
"05079040","Antlers"
"05079050","Buffalo horns"
"05079060","Tortoise-shell"
"05079070","Claws and waste of tortoise shell"
"05079090","Other"
"0508    ","CORAL AND SIMILAR MATERIALS, UNWORKED OR SIMPLY PREPARED BUT NOT OTHERWISE WORKED; SHELLS OF MOLLUSCS, CRUSTACEANS OR ECHINODERMS AND CUTTLE-BONE, UNWORKED OR SIMPLY PREPARED BUT NOT CUT TO SHAPE, POWDER AND WASTE THEREOF"
"050800  ","Coral and similar materials, unworked or simply prepared but not otherwise worked; shells of molluscs, crustaceans or echinoderms and cuttle-bone, unworked or simply prepared but not cut to shape, powder and waste thereof:"
"05080010","Coral"
"05080020","Chanks"
"05080030","Cowries"
"05080040","Cuttlefish bones"
"05080050","Shells"
"05080090","Other"
"0509    ","OMITTED"
"0510    ","AMBERGRIS, CASTOREUM, CIVET AND MUSK; CANTHARIDES; BILE, WHETHER OR NOT DRIED; GLANDS AND OTHER ANIMAL PRODUCTS USED IN THE PREPARATION OF PHARMACEUTICAL PRODUCTS, FRESH, CHILLED, FROZEN OR OTHERWISE PROVISIONALLY PRESERVED"
"051000  ","Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other animal products used in the preparation of pharmaceutical products, fresh, chilled, frozen or otherwise provisionally preserved:"
"05100010","Bezoar, cow (goolochan)"
"05100020","Ox Gallstone"
"05100030","Placenta, frozen"
"05100091","Of wild animals"
"05100099","Other"
"0511    ","ANIMAL PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED; DEAD ANIMALS OF CHAPTER 1 OR 3, UNFIT FOR HUMAN CONSUMPTION"
"05111000","Bovine semen"
"051191  ","Products of fish or crustaceans, molluscs or other aquatic invertebrates; dead animals of Chapter 3:"
"05119110","Fish nails"
"05119120","Fish tails"
"05119130","Other fish waste"
"05119190","Other"
"051199  ","Other:"
"05119911","Artemia"
"05119919","Other"
"05119921","Of wild life"
"05119929","Other"
"05119991","Frozen semen, other than bovine"
"05119992","Of wild life"
"05119999","Other"
"0601    ","BULBS, TUBERS, TUBEROUS ROOTS, CORMS, CROWNS AND RHIZOMES, DORMANT, IN GROWTH OR IN FLOWER; CHICORY PLANTS AND ROOTS OTHER THAN ROOTS OF HEADING 1212"
"06011000","Bulbs, tubers, tuberous roots, corms, corms and rhizomes, dormant"
"060120  ","Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, in growth or in flower; chicory plants and roots:"
"06012010","Bulbs, horticultural"
"06012021","Plants"
"06012022","Roots"
"06012090","Other"
"0602    ","OTHER LIVE PLANTS (INCLUDING THEIR ROOTS), CUTTINGS AND SLIPS; MUSHROOM SPAWN"
"06021000","Unrooted cuttings and slips"
"060220  ","Trees, shrubs and bushes, grafted or not, of kinds, which bear edible fruits or nuts:"
"06022010","Edible fruit or nut trees, grafted or not"
"06022020","Cactus"
"06022090","Other"
"06023000","Rhododendrons and azaleas, grafted or not"
"06024000","Roses, grafted or not"
"060290  ","Other:"
"06029010","Mushroom  spawn"
"06029020","Flowering plants (excluding roses and rhododendrons)"
"06029030","Tissue culture plant"
"06029090","Other"
"0603    ","CUT FLOWERS AND FLOWER BUDS OF A KIND SUITABLE FOR BOUQUETS OR FOR ORNAMENTAL PURPOSES, FRESH, DRIED, DYED, BLEACHED, IMPREGNATED OR OTHERWISE PREPARED"
"06031100","Roses"
"06031200","Carnations"
"06031300","Orchids"
"06031400","Chrysanthemums"
"06031500","Lilies (Lilium spp.)"
"06031900","Other"
"06039000","Other"
"0604    ","FOLIAGE, BRANCHES AND OTHER PARTS OF PLANTS, WITHOUT FLOWERS OR FLOWER BUDS, AND GRASSES, MOSSES AND LICHENS, BEING GOODS OF A KIND SUITABLE FOR BOUQUETS OR FOR ORNAMENTAL PURPOSES, FRESH, DRIED, DYED, BLEACHED, IMPREGNATED OR OTHERWISE PREPARED"
"06042000","Fresh"
"06049000","Other"
"0701    ","POTATOES, FRESH OR CHILLED"
"07011000","Seed"
"07019000","Other"
"07020000","Tomatoes, fresh or chilled"
"0703    ","ONIONS, SHALLOTS, GARLIC, LEEKS AND OTHER ALLIACEOUS VEGETABLES, FRESH OR CHILLED"
"070310  ","Onions and shallots:"
"07031010","Onions"
"07031020","Shallots"
"07032000","Garlic"
"07039000","Leeks and other alliaceous vegetables"
"0704    ","CABBAGES, CAULIFLOWERS, KOHLRABI, KALE AND SIMILAR EDIBLE BRASSICAS, FRESH OR CHILLED"
"07041000","Cauliflowers and headed broccoli"
"07042000","Brussels sprouts"
"07049000","Other"
"0705    ","LETTUCE (LACTUCASATIVA) AND CHICORY (CICHORIUM SPP.), FRESH OR CHILLED LETTUCE"
"07051100","Cabbage lettuce (head  lettuce)"
"07051900","Other"
"07052100","Witloof chicory (Cichorium intybus var. foliosum)"
"07052900","Other"
"0706    ","CARROTS, TURNIPS, SALAD BEETROOT, SALSIFY, CELERIAC, RADISHES AND SIMILAR EDIBLE ROOTS, FRESH OR CHILLED"
"07061000","Carrots and turnips"
"070690  ","Other:"
"07069010","Horse radish"
"07069020","Other Radish"
"07069030","Salad beetroot"
"07069090","Other"
"07070000","Cucumbers or gherkins, fresh or chilled"
"0708    ","LEGUMINOUS VEGETABLES, SHELLED OR UNSHELLED, FRESH OR CHILLED"
"07081000","Peas (Pisum sativum)"
"07082000","Beans (Vigna spp. ; Phaseolus spp. )"
"07089000","Other leguminous vegetables"
"0709    ","OTHER VEGETABLES, FRESH OR CHILLED"
"07092000","Asparagus"
"07093000","Aubergines (egg-plants)"
"07094000","Celery other than celeraic"
"07095100","Mushrooms of genus agaricus"
"07095900","Other"
"070960  ","Fruits of the genus Capsicum or of the genus pimenta:"
"07096010","Green chilly"
"07096090","Other"
"07097000","Spinach, New Zealand spinach and orache spinach (garden spinach)"
"07099100","Globe artichokes"
"07099200","Olives"
"07099300","Pumpkins, squash and  gourds (Cucurbita spp.)"
"070999  ","Other:"
"07099910","Green Pepper"
"07099920","Mixed vegetables"
"07099990","Other"
"0710    ","VEGETABLES (UNCOOKED OR COOKED BY STEAMING OR BOILING IN WATER), FROZEN"
"07101000","Potatoes"
"07102100","Peas (Pisum stativum)"
"07102200","Beans (Vigna spp. , Phaseolus spp. )"
"07102900","Other"
"07103000","Spinach, New Zealand spinach and orache spinach (Garden spinach)"
"07104000","Sweet corn"
"071080  ","Other vegetables:"
"07108010","Terragon"
"07108090","Other"
"07109000","Mixtures of vegetables"
"0711    ","VEGETABLES PROVISIONALLY PRESERVED (FOR EXAMPLE, BY SULPHUR DIOXIDE GAS, IN BRINE, IN SULPHUR WATER OR IN OTHER PRESERVATIVE SOLUTIONS), BUT UNSUITABLE IN THAT STATE FOR IMMEDIATE CONSUMPTION"
"07112000","Olives"
"07114000","Cucumbers and gherkins"
"07115100","Mushrooms of the genus agaricus"
"07115900","Other"
"071190  ","Other vegetables; mixtures of vegetables:"
"07119010","Green pepper in brine"
"07119020","Assorted canned vegetables"
"07119090","Other"
"0712    ","DRIED VEGETABLES, WHOLE, CUT, SLICED, BROKEN OR IN POWDER, BUT NOT FURTHER PREPARED"
"07122000","Onions"
"07123100","Mushrooms of the genus Igaricus"
"07123200","Wood ears (Auricularia spp. )"
"07123300","Jelly fungi (Tremella spp. )"
"07123900","Other"
"071290  ","Other vegetables; mixtures of vegetables:"
"07129010","Asparagus"
"07129020","Dehydrated garlic powder"
"07129030","Dehydrated garlic flakes"
"07129040","Dried garlic"
"07129050","Marjoram, Oregano"
"07129060","Potatoes"
"07129090","Other"
"0713    ","DRIED LEGUMINOUS VEGETABLES, SHELLED, WHETHER OR NOT SKINNED OR SPLIT"
"07131000","Peas (Pisum sativum)"
"07132000","Chickpeas (garbanzos)"
"07133100","Beans of the species Vigna mungo (L. ) Hepper or Vigna radiata (L. ) Wilczek"
"07133200","Small red (Adzuki) beans (Phaseolus or Vigna angularis)"
"07133300","Kidney beans, including white pea beans (Phaseolus vulgaris)"
"07133400","Bambara beans (Vigna subterranea or  Voandzeia subterranea)"
"07133500","Cow peas (Vigna unguiculata)"
"071339  ","Other:"
"07133910","Guar Seeds"
"07133990","Other"
"07134000","Lentils"
"07135000","Broad beans (Vicia faba var major) and horse beans (Vicia faba var equina, Vicia faba var minor)"
"07136000","Pigeon peas (Cajanus cajan)"
"071390  ","Other:"
"07139010","Split"
"07139090","Other"
"0714    ","MANIOC, ARROWROOT, SALEP, JERUSALEM ARTICHOKES, SWEET POTATOES AND SIMILAR ROOTS AND TUBERS WITH HIGH STARCH OR INULIN CONTENT, FRESH, CHILLED, FROZEN OR DRIED, WHETHER OR NOT SLICED OR IN THE FORM OF PELLETS; SAGO PITH"
"07141000","Manioc (cassava)"
"07142000","Sweet potatoes"
"07143000","Yams (Dioscorea spp.)"
"07144000","Taro (Colocasia spp.)"
"07145000","Yautia (Xanthosoma spp.)"
"071490  ","Other:"
"07149010","Sago pith"
"07149090","Other"
"0801    ","COCONUTS, BRAZIL NUTS AND CASHEW NUTS, FRESH OR DRIED, WHETHER OR NOT SHELLED OR PEELED"
"08011100","Desiccated"
"080112  ","In the inner shell (endocarp):"
"08011210","Fresh"
"08011220","Dried"
"08011290","Other"
"080119  ","Other:"
"08011910","Fresh"
"08011920","Dried"
"08011990","Other"
"08012100","In shell"
"08012200","Shelled"
"08013100","In shell"
"080132  ","Shelled:"
"08013210","Cashew kernel, broken"
"08013220","Cashew kernel, whole"
"08013290","Other"
"0802    ","OTHER NUTS, FRESH OR DRIED, WHETHER OR NOT SHELLED OR PEELED"
"08021100","In shell"
"08021200","Shelled"
"08022100","In shell"
"08022200","Shelled"
"08023100","In shell"
"08023200","Shelled"
"08024100","In shell"
"08024200","Shelled"
"08025100","In shell"
"08025200","Shelled"
"08026100","In shell"
"08026200","Shelled"
"08027000","Kola nuts (Cola spp.)"
"080280  ","Areca nuts:"
"08028010","Whole"
"08028020","Split"
"08028030","Ground"
"08028090","Other"
"08029000","Other"
"0803    ","BANANAS, INCLUDING PLANTAINS, FRESH OR DRIED"
"080310  ","Plantains:"
"08031010","Curry plantain"
"08031090","Other"
"080390  ","Other:"
"08039010","Bananas, fresh"
"08039090","Other"
"0804    ","DATES, FIGS, PINEAPPLES, AVOCADOS, GUAVAS, MANGOES, AND MANGOSTEENS, FRESH OR DRIED"
"080410  ","Dates:"
"08041010","Fresh (excluding wet dates)"
"08041020","Soft (khayzur or wet dates)"
"08041030","Hard (chhohara or kharek)"
"08041090","Other"
"080420  ","Figs:"
"08042010","Fresh"
"08042090","Other"
"08043000","Pineapples"
"08044000","Avocados"
"080450  ","Guavas, mangoes and mangosteens:"
"08045010","Guavas fresh or dried"
"08045020","Mangoes, fresh"
"08045030","Mangoes, sliced dried"
"08045040","Mango pulp"
"08045090","Other"
"0805    ","CITRUS FRUIT, FRESH OR DRIED"
"08051000","Oranges"
"08052000","Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids"
"08054000","Grapefruit, including pomelos"
"08055000","Lemon (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)"
"08059000","Other"
"0806    ","GRAPES, FRESH OR DRIED"
"08061000","Fresh"
"080620  ","Dried:"
"08062010","Raisins"
"08062090","Other"
"0807    ","MELONS (INCLUDING WATERMELONS) AND PAPAWS (PAPAYAS), FRESH"
"08071100","Water melons"
"08071900","Other"
"08072000","Papaws (papayas)"
"0808    ","APPLES, PEARS AND QUINCES, FRESH"
"08081000","Apples"
"08083000","Pears"
"08084000","Quinces"
"0809    ","APRICOTS, CHERRIES, PEACHES (INCLUDING NECTARINES), PLUMS AND SOLES, FRESH"
"08091000","Apricots"
"08092100","Sour cherries (Prunus cerasus)"
"08092900","Other"
"08093000","Peaches, including nectarine"
"08094000","Plums and sloes"
"0810    ","OTHER FRUIT, FRESH"
"08101000","Strawberries"
"08102000","Raspberries, blackberries, mulberries and loganberries"
"08103000","Black, white or red currants and gooseberries"
"08104000","Cranberries, bilberries and other fruits of the genus Vaccinium"
"08105000","Kiwi fruit"
"08106000","Durians"
"08107000","Persimmons"
"081090  ","Other:"
"08109010","Pomegranates"
"08109020","Tamarind, fresh"
"08109030","Sapota (chico)"
"08109040","Custard-apple (Ata)"
"08109050","Bore"
"08109060","Lichi"
"08109090","Other"
"0811    ","FRUIT AND NUTS, UNCOOKED OR COOKED BY STEAMING OR BOILING IN WATER, FROZEN, WHETHER OR NOT CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER"
"081110  ","Strawberries:"
"08111010","Containing added sugar"
"08111020","Not containing added sugar"
"08111090","Other"
"081120  ","Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries:"
"08112010","Containing added sugar"
"08112020","Not containing added sugar"
"08112090","Other"
"081190  ","Other:"
"08119010","Containing added sugar"
"08119090","Other"
"0812    ","FRUIT AND NUTS PROVISIONALLY PRESERVED (FOR EXAMPLE, BY SULPHUR DIOXIDE GAS, IN BRINE, IN SULPHUR WATER OR IN OTHER PRESERVATIVE SOLUTIONS), BUT UNSUITABLE IN THAT STATE FOR IMMEDIATE CONSUMPTION"
"08121000","Cherries"
"081290  ","Other:"
"08129010","Mango slices in brine"
"08129090","Other"
"0813    ","FRUIT, DRIED, OTHER THAN THAT OF HEADINGS 0801 TO 0806; MIXTURES OF NUTS OR DRIED FRUITS OF THIS CHAPTER"
"08131000","Apricots"
"08132000","Prunes"
"08133000","Apples"
"081340  ","Other fruit:"
"08134010","Tamarind, dried"
"08134020","Singoda whole (water nut)"
"08134090","Other"
"081350  ","Mixtures of nuts or dried fruits of this Chapter:"
"08135010","Mixtures of nuts"
"08135020","Mixtures of dried fruits"
"08140000","Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions"
"0901    ","COFFEE, WHETHER OR NOT ROASTED OR DECAFFEINATED; COFFEE HUSKS AND SKINS; COFFEE SUBSTITUTES CONTAINING COFFEE IN ANY PROPORTION"
"090111  ","Not decaffeinated:"
"09011111","A Grade"
"09011112","B Grade"
"09011113","C Grade"
"09011119","Other"
"09011121","AB Grade"
"09011122","PB Grade"
"09011123","C Grade"
"09011124","B/B/B Grade"
"09011129","Other"
"09011131","AB Grade"
"09011132","PB Grade"
"09011133","C Grade"
"09011139","Other"
"09011141","AB Grade"
"09011142","PB Grade"
"09011143","C Grade"
"09011144","B/B/B Grade"
"09011145","Bulk"
"09011149","Other"
"09011190","Other"
"09011200","Decaffeinated"
"090121  ","Non-decaffeinated:"
"09012110","In bulk packing"
"09012190","Other"
"090122  ","Decaffeinated:"
"09012210","In bulk packing"
"09012290","Other"
"090190  ","Other:"
"09019010","Coffee husks and skins"
"09019020","Coffee substitutes containing coffee"
"09019090","Other"
"0902    ","TEA, WHETHER OR NOT FLAVOURED"
"090210  ","Green Tea (not fermented) in immediate packing of a content not exceeding 3 kg:"
"09021010","Contents not exceeding 25 g."
"09021020","Contents exceeding 25 g. but not exceeding 1 kg."
"09021030","Contents exceeding 1 kg but not exceeding 3 kg."
"09021090","Other"
"090220  ","Other green tea (not fermented):"
"09022010","Green Tea in packets exceeding content 3 kg. but not exceeding 20 kg."
"09022020","Green Tea in bulk"
"09022030","Green Tea agglomerated in forms such as ball, brick and tablets"
"09022040","Green Tea waste"
"09022090","Other"
"090230  ","Black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg.:"
"09023010","Contents not exceeding 25 g."
"09023020","Contents exceeding 25 g. but not exceeding 1 kg."
"09023030","Contents exceeding 1 kg. but not exceeding 3 kg."
"09023090","Other"
"090240  ","Other black tea (fermented) and other partly fermented tea:"
"09024010","Content exceeding 3 kg. but not exceeding 20 kg."
"09024020","Black Tea, leaf in bulk"
"09024030","Black Tea, dust in bulk"
"09024040","Tea bags"
"09024050","Black Tea, agglomerated in forms such as ball, brick and tablets"
"09024060","Black Tea waste"
"09024090","Other"
"09030000","Mate"
"0904    ","PEPPER OF THE GENUS PIPER; DRIED OR CRUSHED OR GROUND FRUITS OF THE GENUS CAPSICUM OR OF THE GENUS PIMENTA"
"090411  ","Neither crushed nor ground:"
"09041110","Pepper, long"
"09041120","Light black pepper"
"09041130","Black pepper, garbled"
"09041140","Black pepper ungarbled"
"09041150","Green pepper, dehydrated"
"09041160","Pepper pinheads"
"09041170","Green pepper, frozen or dried"
"09041180","Pepper other than green, frozen"
"09041190","Other"
"09041200","Crushed or ground"
"090421  ","Dried, neither crushed nor ground:"
"09042110","Of genus Capsicum"
"09042120","Of genus Pimenta"
"090422  ","Crushed or ground:"
"09042211","Chilly Powder"
"09042212","Chilly seeds"
"09042219","Other"
"09042221","Powder"
"09042229","Other"
"0905    ","VANILLA"
"09050010","Neither Crushed or ground"
"09050020","Crushed or ground"
"0906    ","CINNAMON AND CINNAMON-TREE FLOWERS"
"090611  ","Cinnamon (Cinnamomum zeylanicum Blume)"
"09061110","Cinnamon bark"
"09061120","Cinnamon tree flowers"
"09061190","Other"
"090619  ","Other:"
"09061910","cassia"
"09061990","other"
"09062000","Crushed or ground"
"0907    ","CLOVES (WHOLE FRUIT, CLOVES AND STEMS)"
"090710  ","Neither crushed nor ground:"
"09071010","Extracted"
"09071020","Not Extracted  (other than stem)"
"09071030","Stem"
"09071090","Other"
"09072000","Crushed or ground"
"0908    ","NUTMEG, MACE AND CARDAMOMS"
"090811  ","Neither crushed nor ground:"
"09081110","In shell"
"09081120","Shelled"
"09081200","Crushed or ground"
"09082100","Neither crushed nor ground"
"09082200","Crushed or ground"
"090831  ","Neither crushed nor ground:"
"09083110","Large ( amomum)"
"09083120","Small (ellettaria),alleppey green"
"09083130","Small, coorg green"
"09083140","Small, bleached,half bleached or bleachable"
"09083150","Small, mixed"
"09083190","Other"
"090832  ","Crushed or ground:"
"09083210","Powder"
"09083220","Small cardamom seeds"
"09083230","Cardamom husk"
"09083290","Other"
"0909    ","SEEDS OF ANISE, BADIAN, FENNEL, CORIANDER, CUMIN OR CARAWAY; JUNIPER BERRIES"
"090921  ","Neither crushed nor ground:"
"09092110","Of seed quality"
"09092190","Other"
"09092200","Crushed or ground"
"090931  ","Neither crushed nor ground:"
"09093111","Of seed quality"
"09093119","Other"
"09093121","Of seed quality"
"09093129","Other"
